lon,lat,name,address,pname,cityname,business_area,type,typecode,id,type1,type2,type3,type4
116.08799032631342,40.07573350670272,西山忘舍,[],北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0HA9S7VA4,住宿服务,住宿服务相关,住宿服务相关,
116.08880860004442,40.07520540672015,壹宅壹院甘露苑精品民宿,管家岭路71号,北京市,北京市,,住宿服务;旅馆招待所;旅馆招待所,100200,B0G01UTG3Z,住宿服务,旅馆招待所,旅馆招待所,
116.09058336702839,40.08146680049144,北京大西山简约轻奢别墅(店),七王坟路,北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKEHR8U,住宿服务,住宿服务相关,住宿服务相关,
116.08990615219366,40.07352838154444,采菊东篱民宿度假山庄,苏家坨镇管家岭村34号,北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0GR7UI2JV,住宿服务,住宿服务相关,住宿服务相关,
116.09189613527695,40.07197137394054,壹宅壹院樱树下精品民宿,苏家坨镇管家岭民俗旅游村3号,北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFIPDS99,住宿服务,住宿服务相关,住宿服务相关,
116.08502985988214,40.09925457757167,抱水环山农家院,凤凰岭风景区车耳营村,北京市,北京市,,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFF5Y8RW,住宿服务,旅馆招待所,旅馆招待所,
116.04278106970457,40.020584834159656,北京妙峰舒院民宿,军庄镇军庄路2号院JZ1101室,北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKEDBCA,住宿服务,住宿服务相关,住宿服务相关,
116.05748661570532,39.979077733052975,旅游驿站,S209(石担路),北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0GUARAGJY,住宿服务,住宿服务相关,住宿服务相关,
116.07071697828461,39.99847039485111,北忠良书院酒店大堂,龙泉雾村,北京市,北京市,龙泉,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFMF2BCB,住宿服务,住宿服务相关,住宿服务相关,
116.0833433346247,39.963733285327194,林美宾馆,水闸西路1号,北京市,北京市,龙泉,住宿服务;宾馆酒店;宾馆酒店,100100,B000A8VWGF,住宿服务,宾馆酒店,宾馆酒店,
116.04468260754953,39.96816312373146,古道山居,妙峰山镇水峪嘴村西街9号,北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0G0NUXQ67,住宿服务,住宿服务相关,住宿服务相关,
116.04524035542985,39.96858897474066,北京静花缘梦回古道民宿(京西古道景区分店),妙峰山镇水峪嘴村(京西古道景区入口),北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFIR5D5Z,住宿服务,住宿服务相关,住宿服务相关,
116.08520202504116,39.9352297584123,北京华积精品酒店,中门寺街金泰丽湾8号院6号楼三层,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFJT0TQP,住宿服务,住宿服务相关,住宿服务相关,
116.08703132978933,39.93455729759027,经典浪漫小屋,大峪后街与黑山大街交叉口龙山家园2号院A2区1号楼2单元502,北京市,北京市,大峪村,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKSI129,住宿服务,住宿服务相关,住宿服务相关,
116.0890156709225,39.94321059430777,北京馨居民宿,中昂时代广场5号楼,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFK67QGS,住宿服务,住宿服务相关,住宿服务相关,
116.08947686202758,39.94279255199888,北京暖暖的家民宿,门头沟路11号院中昂时代广场3-6号楼,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFJOD9UK,住宿服务,住宿服务相关,住宿服务相关,
116.08910169126405,39.94324458129215,北京旅行之家民宿,门头沟路中昂时代广场5号楼,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFK7FU5R,住宿服务,住宿服务相关,住宿服务相关,
116.08908369029898,39.94321158500842,北京清新小住民宿,门头沟路9号中昂时代广场5号楼1714,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKT89IP,住宿服务,住宿服务相关,住宿服务相关,
116.08894865041863,39.9432226031592,北京蓝色西海岸公寓,门头沟路中昂小时代5号楼606室,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFLJPGZO,住宿服务,住宿服务相关,住宿服务相关,
116.09017404388524,39.94317146603665,北京暖洋洋民宿,门头沟路9号中昂时代广场4号楼823,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKTUT6O,住宿服务,住宿服务相关,住宿服务相关,
116.09015103378124,39.94318746740887,北京明先生公寓,中昂时代广场4号楼,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFLHLOXF,住宿服务,住宿服务相关,住宿服务相关,
116.08962189024672,39.94292853009804,北京中昂时代广场民宿,中昂时代广场6号1008,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0HAMK0UGM,住宿服务,住宿服务相关,住宿服务相关,
116.08972694349387,39.94277752464541,北京星月公寓,中昂时代广场6号楼,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFLGQX7Q,住宿服务,住宿服务相关,住宿服务相关,
116.08972594136911,39.94279152420019,北京岦锦民宿,门头沟路中昂时代广场-6号楼,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFLF11MF,住宿服务,住宿服务相关,住宿服务相关,
116.08972694169431,39.942791524093906,北京里程公寓,门头沟路中昂时代广场6号楼515室,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKRZT5S,住宿服务,住宿服务相关,住宿服务相关,
116.0886816848527,39.94238667522072,门头沟中昂民宿(门头沟/潭柘寺/妙峰山风景区店),河滩中昂时代广场,北京市,北京市,门头沟,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFKLSHP2,住宿服务,旅馆招待所,旅馆招待所,
116.09085461740555,39.93288082542681,北京中式温馨阳光大一居普通公寓(黑山东街店),龙山家园A5,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFIKU00C,住宿服务,住宿服务相关,住宿服务相关,
116.0898459783561,39.94281051101311,北京一只羊咩咩羊公寓(2号店),中昂时代广场-6号楼,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0HA1AEWUK,住宿服务,住宿服务相关,住宿服务相关,
116.09091533816323,39.94302341981737,中昂时代民宿(门头沟/妙峰山风景区店),河滩路中昂时代,北京市,北京市,门头沟,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFKV6M6G,住宿服务,旅馆招待所,旅馆招待所,
116.13287524752691,40.13620359348065,阳坊大都饭店,阳坊镇,北京市,北京市,,住宿服务;宾馆酒店;四星级宾馆,100103,B000A7J2KW,住宿服务,宾馆酒店,四星级宾馆,
116.1312405036695,40.13607025963323,阳坊大都饭店B座,阳坊镇温南路西200米,北京市,北京市,,住宿服务;宾馆酒店;四星级宾馆,100103,B0FFGZEBDV,住宿服务,宾馆酒店,四星级宾馆,
116.11018142844097,40.125763096797314,后院驿站,阳坊镇后白虎涧村梨园巷21号,北京市,北京市,阳坊村,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFHN1DP8,住宿服务,旅馆招待所,旅馆招待所,
116.10617189357832,40.12779824949084,云鼎居舍,后二路附近,北京市,北京市,,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFGXFAR0,住宿服务,旅馆招待所,旅馆招待所,
116.13379293083514,40.13982058354441,怡然乡村酒店,阳坊镇,北京市,北京市,阳坊,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFFPTL3W,住宿服务,宾馆酒店,宾馆酒店,
116.13445214048092,40.13475506000689,回家乐乡村酒店,阳坊大都涮羊肉总店后侧大都c座(原亦家快捷酒店),北京市,北京市,阳坊村,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFFV7O8L,住宿服务,宾馆酒店,宾馆酒店,
116.13354758260436,40.13804139790575,北京星香源宾馆,阳坊镇中心南街19号,北京市,北京市,阳坊,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFILG8NY,住宿服务,宾馆酒店,宾馆酒店,
116.13457428816794,40.13586513519999,住宿,温南路东100米,北京市,北京市,阳坊村,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFJOFNQQ,住宿服务,旅馆招待所,旅馆招待所,
116.13929047467987,40.13074693237336,10号招待所,沙阳路12号院,北京市,北京市,阳坊村,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFKXQEOE,住宿服务,旅馆招待所,旅馆招待所,
116.10416817330425,40.12306058554081,百花谷.漫山居,后二路甲2号,北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0G2OZEIIK,住宿服务,住宿服务相关,住宿服务相关,
116.13612369243096,40.138323241420395,碧林春宾馆,阳坊镇西贯市村北街69号胜利文化园对面(阳坊会馆路东200米),北京市,北京市,阳坊村,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFFEMXD1,住宿服务,旅馆招待所,旅馆招待所,
116.13929107474246,40.14167286933387,北京建昌旅馆有限公司,西北街与阳坊村中心街交叉口东北100米,北京市,北京市,阳坊村,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKVJGOS,住宿服务,住宿服务相关,住宿服务相关,
116.14204023261887,40.140346474076885,北京建昌旅馆有限公司,东顺街247号,北京市,北京市,阳坊村,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKUBD4Y,住宿服务,住宿服务相关,住宿服务相关,
116.11452222674029,40.08528588851573,北京五矿君澜酒店,北安河路55号院1号楼,北京市,北京市,,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFLF05BR,住宿服务,宾馆酒店,宾馆酒店,
116.11599274058142,40.07682182065483,天工家园,北安河路(隆盛福安大卖场东南侧约200米),北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFHRQVED,住宿服务,住宿服务相关,住宿服务相关,
116.13725580495894,40.08097770353513,敏子的小院,柳林村河南4区42号,北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFJ578L1,住宿服务,住宿服务相关,住宿服务相关,
116.12485937030044,40.068581080730944,幽雅园公寓(北京3号店),安河家园五里,北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFLANSSU,住宿服务,住宿服务相关,住宿服务相关,
116.11195749888643,40.06771785453635,环境保护部北京会议与培训基地宾馆,苏家坨镇北安河阳台山路6号,北京市,北京市,,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFHC78CT,住宿服务,宾馆酒店,宾馆酒店,
116.13616556726757,40.1011165642367,金秋佳源酒店,苏家坨镇凤仪佳苑八里13号楼底商,北京市,北京市,,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFMGQU91,住宿服务,宾馆酒店,宾馆酒店,
116.09299033434463,40.082229712139466,北京一池月光客栈,七王坟村,北京市,北京市,,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFJ8CQXQ,住宿服务,旅馆招待所,旅馆招待所,
116.09633778514572,40.071148808031225,北京GloriaHuang度假别墅(店),管家岭路(阳台山自然风景区东侧约200米),北京市,北京市,,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFL3GNWJ,住宿服务,宾馆酒店,宾馆酒店,
116.14013332998604,40.10942115710191,泓赞宾馆,苏家坨镇前沙涧村7号院底商,北京市,北京市,,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFGZW99J,住宿服务,宾馆酒店,宾馆酒店,
116.10142632598004,40.09978627913069,北京快乐农夫庄园,苏家坨镇聂各庄西路7号快乐农夫院内,北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFK2QVQ4,住宿服务,住宿服务相关,住宿服务相关,
116.13237622156096,40.1040386932936,7派·酒店,苏家坨镇同泽园东里3号楼地上二层到四层108,北京市,北京市,,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFJX5NZB,住宿服务,宾馆酒店,宾馆酒店,
116.11450050492313,40.10613231403583,和悦公寓,苏家坨镇凤凰岭路7号凤凰烤鸭店,北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFJ24OUT,住宿服务,住宿服务相关,住宿服务相关,
116.09544288897376,40.10438330578673,北京四季水果快捷旅店,凤凰岭路凤凰岭自然风景区门口旁,北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFIK5LPP,住宿服务,住宿服务相关,住宿服务相关,
116.09387990101803,40.10472810692214,北京凤凰岭十七号院,苏家坨镇凤凰岭路17号(原实创西山科技培训中心),北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFJGR9J9,住宿服务,住宿服务相关,住宿服务相关,
116.09525573087072,40.10467725643896,北京实创西山科技培训中心-宾馆,苏家坨镇凤凰岭路17号,北京市,北京市,,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFJ4L3Z1,住宿服务,宾馆酒店,宾馆酒店,
116.10425952418106,40.05141373336674,北京农家乐园酒店,苏家屯镇徐各庄村大觉寺路5号,北京市,北京市,,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFH8HLSQ,住宿服务,宾馆酒店,宾馆酒店,
116.13456956849883,40.04778261550307,北京狂飙乐园特色民宿狂飙会议中心分店,安河路狂飙乐园,北京市,北京市,,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFJ5VBVQ,住宿服务,旅馆招待所,旅馆招待所,
116.09756483281097,39.96127430593781,龙泉宾馆,水闸北路21号,北京市,北京市,,住宿服务;宾馆酒店;四星级宾馆,100103,B000A88DUR,住宿服务,宾馆酒店,四星级宾馆,
116.10420622439862,39.959987822396926,北斗星酒店,三家店东街42号(近青山公园),北京市,北京市,,住宿服务;宾馆酒店;宾馆酒店,100100,B000A85U0U,住宿服务,宾馆酒店,宾馆酒店,
116.11969573466175,39.971850758202834,京城168酒店,隆恩寺路396公交检查站,北京市,北京市,,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFFQVFYS,住宿服务,宾馆酒店,宾馆酒店,
116.11067716594836,39.96233883331487,金顺良旅店,油研所路9排1号,北京市,北京市,,住宿服务;旅馆招待所;旅馆招待所,100200,B000AAASZN,住宿服务,旅馆招待所,旅馆招待所,
116.10419120193352,39.9600328130223,北斗星酒店A座,三家店东街42号,北京市,北京市,,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFGBC3GS,住宿服务,宾馆酒店,宾馆酒店,
116.09577636602357,40.001648314781626,客房,[],北京市,北京市,军庄镇,住宿服务;旅馆招待所;旅馆招待所,100200,B0G0C7YZ72,住宿服务,旅馆招待所,旅馆招待所,
116.0957553528666,40.00164231174682,喜乐山山庄,军温路11号(近西六环),北京市,北京市,军庄镇,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFF5ZP1G,住宿服务,宾馆酒店,宾馆酒店,
116.10474330250763,39.964086939828285,迎群旅店,三家店菜家府山下40号,北京市,北京市,,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFG8HU2L,住宿服务,旅馆招待所,旅馆招待所,
116.1045535697337,39.96032898758829,北斗星酒店B座,三家店东街42号,北京市,北京市,,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFIKBHGF,住宿服务,宾馆酒店,宾馆酒店,
116.09573434720652,40.001578311231526,快捷宾馆,军温路11号附近,北京市,北京市,军庄镇,住宿服务;宾馆酒店;经济型连锁酒店,100105,B0FFIALT93,住宿服务,宾馆酒店,经济型连锁酒店,
116.1008912102337,39.93361540096818,晨光饭店,双峪路1号,北京市,北京市,门头沟,住宿服务;宾馆酒店;三星级宾馆,100104,B000A8XABG,住宿服务,宾馆酒店,三星级宾馆,
116.13439396652385,39.939553059119504,北京高井热电厂招待所,广宁街道电厂路2号,北京市,北京市,广宁,住宿服务;旅馆招待所;旅馆招待所,100200,B000A8XMFS,住宿服务,旅馆招待所,旅馆招待所,
116.10038166752881,39.926377507630335,北京大华宾馆,桃园小区15号楼,北京市,北京市,门头沟,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFI1EYNR,住宿服务,宾馆酒店,宾馆酒店,
116.1094201228318,39.93331805000046,北京瓜一公寓,滨河临镜苑2号1单元1104,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFLIPW04,住宿服务,住宿服务相关,住宿服务相关,
116.10830751542693,39.93419124813348,格林豪泰酒店(双峪路店),双峪路39-2号,北京市,北京市,门头沟,住宿服务;宾馆酒店;经济型连锁酒店,100105,B0FFGF1804,住宿服务,宾馆酒店,经济型连锁酒店,
116.10705291778187,39.9340684451801,金涛酒店(北京双峪店),双峪路熙旺中心B座7层,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFM1FIYA,住宿服务,住宿服务相关,住宿服务相关,
116.11334932531044,39.93764695888646,如家快捷酒店(北京门头沟双峪环岛店),双峪环岛35号爱玛裕家居购物广场D092号,北京市,北京市,门头沟,住宿服务;宾馆酒店;宾馆酒店,100100,B000A9Q101,住宿服务,宾馆酒店,宾馆酒店,
116.10262630161446,39.93841391776362,汉庭酒店(北京门头沟滨河路店),滨河路87号,北京市,北京市,门头沟,住宿服务;宾馆酒店;经济型连锁酒店,100105,B000A8X8DX,住宿服务,宾馆酒店,经济型连锁酒店,
116.10741334263892,39.93430766148972,让渡居公寓(北京双峪路店),双峪路35号院2号楼12层,北京市,北京市,永定,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFLGMEVA,住宿服务,住宿服务相关,住宿服务相关,
116.10226887538931,39.93889474294516,圣海湖酒店,滨河路87号滨河世纪广场公园对面,北京市,北京市,门头沟,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFFZCEBP,住宿服务,宾馆酒店,宾馆酒店,
116.12187221500712,39.95322090590343,速8酒店(北京石景山五里坨店),五里驼2号,北京市,北京市,,住宿服务;宾馆酒店;经济型连锁酒店,100105,B0FFFZOR29,住宿服务,宾馆酒店,经济型连锁酒店,
116.13538693834963,39.926915055724145,广宁公寓,广宁路石景山火车站站牌向东50米,北京市,北京市,广宁,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFHIRHM0,住宿服务,旅馆招待所,旅馆招待所,
116.10241152629264,39.94274365269661,尚客优酒店(门头沟店),滨河路18号院京西俱乐部院内,北京市,北京市,门头沟,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFKD05TI,住宿服务,宾馆酒店,宾馆酒店,
116.10213337322998,39.93394988150955,利达酒店,"双峪路5号奥新天地1层(北京银行楼上,公交站南侧)",北京市,北京市,门头沟,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFIVDFDO,住宿服务,宾馆酒店,宾馆酒店,
116.1131864372236,39.91916556507132,北京然姐姐民宿,上园路迎晖北苑1区4号楼2单元1702室,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFK5Q02G,住宿服务,住宿服务相关,住宿服务相关,
116.1393637907032,39.926031291170375,鹏博广宁公寓,广宁村2号,北京市,北京市,广宁,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFFYHB4X,住宿服务,旅馆招待所,旅馆招待所,
116.11770682503969,39.95105849990939,北京靠谱儿导游的民宿,五里坨中街40号院京西景园,北京市,北京市,,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFITHKJQ,住宿服务,旅馆招待所,旅馆招待所,
116.1071595860521,39.922093994593624,迈克先生公寓(北京新桥南大街店),石龙北路15号119号,北京市,北京市,永定,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKVUAQ9,住宿服务,住宿服务相关,住宿服务相关,
116.09924870954771,39.926066149332534,北京简简单单美公寓,桃园路1号楼1单元2505,北京市,北京市,门头沟,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFKVUAP6,住宿服务,旅馆招待所,旅馆招待所,
116.10632215121326,39.948598429948944,旅馆,西六环附近,北京市,北京市,门头沟,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFL4MWQT,住宿服务,旅馆招待所,旅馆招待所,
116.09746194444887,39.936439257600846,速8酒店(门头沟新桥大街店),新桥大街80号京客隆3层,北京市,北京市,门头沟,住宿服务;宾馆酒店;经济型连锁酒店,100105,B0FFFAEDHF,住宿服务,宾馆酒店,经济型连锁酒店,
116.10621203580644,39.94845437074654,实鑫霞旅店,西老店29排1号,北京市,北京市,门头沟,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFFO65UA,住宿服务,旅馆招待所,旅馆招待所,
116.12053742661227,39.95520032806419,宾馆,石门路与车站路交叉口东50米,北京市,北京市,,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFJFFAB4,住宿服务,宾馆酒店,宾馆酒店,
116.14065321260757,39.924649427726656,北京欢欣公寓,广宁塔楼小区19号楼,北京市,北京市,广宁,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFLA4G10,住宿服务,住宿服务相关,住宿服务相关,
116.14065321209824,39.92465342756351,北京兰姐姐民宿,广宁路广宁塔楼小区19号楼4层5号,北京市,北京市,广宁,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKCLYGJ,住宿服务,住宿服务相关,住宿服务相关,
116.14065433046405,39.947351528669984,58楼招待所,[],北京市,北京市,,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKK61EO,住宿服务,住宿服务相关,住宿服务相关,
116.1168382576184,39.9124411883153,北京鸿福民宿公寓,迎晖南苑,北京市,北京市,永定,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFKV6MBF,住宿服务,宾馆酒店,宾馆酒店,
116.11868550008015,39.91241805627735,北京红星闪闪公寓,石龙东路(迎晖南苑),北京市,北京市,永定,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFLGMEA6,住宿服务,住宿服务相关,住宿服务相关,
116.09309234823996,39.942842413222216,喆啡酒店(北京门头沟区政府新桥大街店),门头沟路1号石龙商业大厦1幢5层,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFK5Q49P,住宿服务,住宿服务相关,住宿服务相关,
116.11935578114434,39.911873785032,佳音小筑(北京3号店),迎晖南苑12号楼,北京市,北京市,永定,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKV6PY4,住宿服务,住宿服务相关,住宿服务相关,
116.11210773051879,39.91183597507613,于奇公寓(16号店),上园路(惠康嘉园-五区),北京市,北京市,永定,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKRZT67,住宿服务,住宿服务相关,住宿服务相关,
116.09350478031907,39.93337980895008,龙山家园公寓,大峪南路龙山家园A5-3号楼2单元,北京市,北京市,门头沟,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFIMB066,住宿服务,住宿服务相关,住宿服务相关,
116.10016341207162,39.91123005916634,北京吴菲雪儿公寓,冯石环路(润西山别墅),北京市,北京市,永定,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFLA4G35,住宿服务,住宿服务相关,住宿服务相关,
116.11214284456823,39.911356023886576,惠康嘉园6号楼一层保安亭e栈,永定惠康嘉园五区(上园路西),北京市,北京市,永定,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFMH187L,住宿服务,住宿服务相关,住宿服务相关,
116.10746125391022,39.90424193695988,维科宾馆,永定镇石龙工业区石龙东路3号,北京市,北京市,永定,住宿服务;旅馆招待所;旅馆招待所,100200,B0FFFF70RL,住宿服务,旅馆招待所,旅馆招待所,
116.11598314303622,39.89416516265471,北京用我三生烟火换你一世迷离公寓(谭鑫培墓分店),栗园庄(地铁站)(云梦佳苑),北京市,北京市,永定,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKV6NEK,住宿服务,住宿服务相关,住宿服务相关,
116.118714843718,39.90230752143129,北京京西大海之家复式,泰安路13号远洋新天地,北京市,北京市,永定,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFIKIQZ8,住宿服务,住宿服务相关,住宿服务相关,
116.11948512518958,39.90319429569869,北京高端大气低调奢华公寓(店),远洋新天地,北京市,北京市,永定,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFLA1570,住宿服务,宾馆酒店,宾馆酒店,
116.11760180349495,39.90285235771136,北京babyfox1984公寓,新城东街19号院,北京市,北京市,永定,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFLA4G02,住宿服务,住宿服务相关,住宿服务相关,
116.12068846663317,39.902308643661385,北京西山华宿公寓(泰安路分店),泰安路远洋新天地1期,北京市,北京市,永定,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFLJ71CT,住宿服务,住宿服务相关,住宿服务相关,
116.12016954853891,39.90191509057677,风轻轻公寓(北京上园路店),泰安路金沙西街19号远洋新天地,北京市,北京市,永定,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFKIU1R5,住宿服务,住宿服务相关,住宿服务相关,
116.11987480215147,39.9034927014569,北京盖少杰公寓(4号店),远洋新天地,北京市,北京市,永定,住宿服务;宾馆酒店;宾馆酒店,100100,B0FFL4EJ3G,住宿服务,宾馆酒店,宾馆酒店,
116.11952928809777,39.90255037107691,北京盖先生公寓(石龙东路分店),泰安路远洋新天地东北侧300米华润悦景湾,北京市,北京市,永定,住宿服务;住宿服务相关;住宿服务相关,100000,B0FFLIRTLX,住宿服务,住宿服务相关,住宿服务相关,
